"year","stateabbr","statedesc","countyname","countyfips","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","geolocation","locationid","categoryid","measureid","datavaluetypeid","short_question_text"
"2021","AL","Alabama","Greene","01063","01063060200","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","53.3",,,"44.5","62.0","2821","POINT (-87.93888154 32.68803942)","01063060200","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","AL","Alabama","Jefferson","01073","01073004500","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","4.6",,,"4.0","5.1","5003","POINT (-86.80339934 33.50418615)","01073004500","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Elmore","01051","01051030800","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","14.4",,,"11.7","17.5","5784","POINT (-86.24687525 32.56019021)","01051030800","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2021","AL","Alabama","Cullman","01043","01043965000","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","24.4",,,"20.1","28.9","6071","POINT (-86.83495959 34.15160584)","01043965000","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Colbert","01033","01033020902","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","24.9",,,"20.5","29.7","3972","POINT (-87.82335697 34.66625042)","01033020902","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Etowah","01055","01055001600","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","12.9",,,"10.3","15.8","3524","POINT (-85.97683655 33.977216)","01055001600","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Crenshaw","01041","01041963800","BRFSS","Health Status","Fair or poor self-rated health status among adults aged >=18 years","%","Crude prevalence","27.1",,,"24.0","30.4","1681","POINT (-86.39435732 31.56967938)","01041963800","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2021","AL","Alabama","Coffee","01031","01031011000","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","7.5",,,"6.3","8.7","3526","POINT (-85.8914357 31.31977522)","01031011000","HLTHOUT","COPD","CrdPrv","COPD"
"2021","AL","Alabama","Barbour","01005","01005950200","BRFSS","Health Outcomes","Cancer (excluding skin cancer) among adults aged >=18 years","%","Crude prevalence","4.7",,,"4.2","5.2","4264","POINT (-85.45371481 31.92042793)","01005950200","HLTHOUT","CANCER","CrdPrv","Cancer (except skin)"
"2020","AL","Alabama","Colbert","01033","01033020500","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","33.5",,,"26.9","40.0","5221","POINT (-87.72653182 34.71878225)","01033020500","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2021","AL","Alabama","Butler","01013","01013953400","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","53.6",,,"48.8","58.0","2931","POINT (-86.80724519 31.60537331)","01013953400","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2021","AL","Alabama","Houston","01069","01069040500","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence","6.7",,,"5.7","7.7","3458","POINT (-85.41933509 31.22006405)","01069040500","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2021","AL","Alabama","Jefferson","01073","01073002305","BRFSS","Disability","Independent living disability among adults aged >=18 years","%","Crude prevalence","6.1",,,"5.2","7.2","2952","POINT (-86.7479577 33.53334736)","01073002305","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2021","AL","Alabama","Dale","01045","01045020000","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","10.8",,,"8.1","14.4","4642","POINT (-85.72312858 31.38864418)","01045020000","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Jefferson","01073","01073003500","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults aged >=18 years","%","Crude prevalence","39.7",,,"35.0","44.8","2795","POINT (-86.92447588 33.50562027)","01073003500","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2021","AL","Alabama","Houston","01069","01069041800","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","23.2",,,"19.8","27.0","2305","POINT (-85.11589118 31.07718559)","01069041800","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2021","AL","Alabama","Cullman","01043","01043964200","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","3.9",,,"3.3","4.6","7373","POINT (-86.72587205 34.24017403)","01043964200","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Etowah","01055","01055001300","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","25.5",,,"21.3","29.8","2571","POINT (-85.9848422 34.00766822)","01055001300","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Blount","01009","01009050101","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","14.2",,,"11.9","16.7","7858","POINT (-86.46404845 33.87500452)","01009050101","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Clay","01027","01027958900","BRFSS","Health Outcomes","Current asthma among adults aged >=18 years","%","Crude prevalence","10.7",,,"9.4","12.1","5324","POINT (-85.77289476 33.39417782)","01027958900","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2021","AL","Alabama","Jefferson","01073","01073000800","BRFSS","Health Status","Mental health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","20.7",,,"18.3","23.3","3859","POINT (-86.83247119 33.5499672)","01073000800","HLTHSTAT","MHLTH","CrdPrv","Mental Health"
"2021","AL","Alabama","Jackson","01071","01071950200","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","4.2",,,"3.8","4.7","3516","POINT (-85.75847322 34.95003856)","01071950200","HLTHOUT","STROKE","CrdPrv","Stroke"
"2020","AL","Alabama","Cherokee","01019","01019955702","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","80.4",,,"78.9","81.9","3872","POINT (-85.56934015 34.35537396)","01019955702","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Etowah","01055","01055010300","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","9.7",,,"8.4","11.2","2918","POINT (-86.16244223 34.00648315)","01055010300","HLTHOUT","COPD","CrdPrv","COPD"
"2021","AL","Alabama","Jefferson","01073","01073001902","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","34.8",,,"31.7","38.0","1894","POINT (-86.74299569 33.5532284)","01073001902","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Clay","01027","01027959100","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","33.4",,,"28.8","38.2","2904","POINT (-85.76589864 33.18509115)","01027959100","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Dale","01045","01045021102","BRFSS","Health Outcomes","Cancer (excluding skin cancer) among adults aged >=18 years","%","Crude prevalence","6.2",,,"5.6","6.9","4387","POINT (-85.70581417 31.30217062)","01045021102","HLTHOUT","CANCER","CrdPrv","Cancer (except skin)"
"2021","AL","Alabama","Cullman","01043","01043965300","BRFSS","Health Status","Physical health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","14.9",,,"13.1","16.9","4539","POINT (-86.63573774 34.16177513)","01043965300","HLTHSTAT","PHLTH","CrdPrv","Physical Health"
"2021","AL","Alabama","DeKalb","01049","01049960800","BRFSS","Health Status","Mental health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","21.5",,,"18.9","24.4","4498","POINT (-85.87735292 34.26661548)","01049960800","HLTHSTAT","MHLTH","CrdPrv","Mental Health"
"2021","AL","Alabama","Covington","01039","01039961800","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","39.4",,,"34.7","44.1","3129","POINT (-86.51077024 31.2658156)","01039961800","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2020","AL","Alabama","Calhoun","01015","01015002103","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","17.7",,,"12.5","24.1","6801","POINT (-85.75898926 33.79740533)","01015002103","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2021","AL","Alabama","Fayette","01057","01057020000","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","24.9",,,"20.9","29.4","1469","POINT (-87.6367886 33.80850558)","01057020000","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Crenshaw","01041","01041963500","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence","8.2",,,"7.3","9.2","1903","POINT (-86.36943758 31.95273654)","01041963500","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2020","AL","Alabama","Etowah","01055","01055001300","BRFSS","Prevention","Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years","%","Crude prevalence","64.2",,,"61.5","66.9","2571","POINT (-85.9848422 34.00766822)","01055001300","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2021","AL","Alabama","Chambers","01017","01017954300","BRFSS","Disability","Mobility disability among adults aged >=18 years","%","Crude prevalence","18.5",,,"16.3","20.8","4708","POINT (-85.27873969 32.77707485)","01017954300","DISABLT","MOBILITY","CrdPrv","Mobility Disability"
"2021","AL","Alabama","Barbour","01005","01005950500","BRFSS","Health Status","Mental health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","19.2",,,"16.9","21.8","3467","POINT (-85.2855489 31.77364671)","01005950500","HLTHSTAT","MHLTH","CrdPrv","Mental Health"
"2021","AL","Alabama","Calhoun","01015","01015001500","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","5.0",,,"4.5","5.6","5198","POINT (-85.97026436 33.62238594)","01015001500","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Bibb","01007","01007010002","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","3.3",,,"3.0","3.5","6025","POINT (-87.0958027 33.1774109)","01007010002","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","AL","Alabama","Escambia","01053","01053969800","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","24.1",,,"20.2","28.7","5955","POINT (-86.89041255 31.11523812)","01053969800","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2021","AL","Alabama","Blount","01009","01009050500","BRFSS","Health Outcomes","Current asthma among adults aged >=18 years","%","Crude prevalence","10.6",,,"9.3","11.9","7329","POINT (-86.63583473 34.03276643)","01009050500","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2021","AL","Alabama","Franklin","01059","01059973700","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence","7.7",,,"6.8","8.7","5896","POINT (-87.69892235 34.35788687)","01059973700","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2021","AL","Alabama","Colbert","01033","01033020902","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","4.9",,,"4.2","5.8","3972","POINT (-87.82335697 34.66625042)","01033020902","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Jefferson","01073","01073002200","BRFSS","Disability","Cognitive disability among adults ages >=18 years","%","Crude prevalence","20.4",,,"17.5","23.6","2630","POINT (-86.72772315 33.55213315)","01073002200","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2020","AL","Alabama","Franklin","01059","01059973000","BRFSS","Prevention","Visits to dentist or dental clinic among adults aged >=18 years","%","Crude prevalence","51.2",,,"47.2","55.1","5373","POINT (-87.71910562 34.54181025)","01059973000","PREVENT","DENTAL","CrdPrv","Dental Visit"
"2021","AL","Alabama","Chambers","01017","01017953900","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence","8.1",,,"7.1","9.1","2900","POINT (-85.24809005 32.91507196)","01017953900","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2021","AL","Alabama","Jefferson","01073","01073005702","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","15.1",,,"11.5","19.1","3413","POINT (-86.87430223 33.46985543)","01073005702","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2021","AL","Alabama","Chambers","01017","01017954600","BRFSS","Health Outcomes","Chronic kidney disease among adults aged >=18 years","%","Crude prevalence","4.0",,,"3.5","4.5","3411","POINT (-85.17265822 32.83613102)","01017954600","HLTHOUT","KIDNEY","CrdPrv","Chronic Kidney Disease"
"2020","AL","Alabama","Baldwin","01003","01003010100","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","16.5",,,"14.2","19.0","3804","POINT (-87.78624822 31.1127313)","01003010100","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2020","AL","Alabama","Choctaw","01023","01023957000","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","29.8",,,"26.3","33.6","2373","POINT (-88.30235026 31.7617156)","01023957000","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2021","AL","Alabama","Calhoun","01015","01015002501","BRFSS","Disability","Independent living disability among adults aged >=18 years","%","Crude prevalence","6.8",,,"6.0","7.8","7069","POINT (-85.90178096 33.78450377)","01015002501","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2021","AL","Alabama","Geneva","01061","01061050400","BRFSS","Disability","Any disability among adults aged >=18 years","%","Crude prevalence","38.9",,,"34.3","43.6","5907","POINT (-85.73587009 31.07258329)","01061050400","DISABLT","DISABILITY","CrdPrv","Any Disability"
"2021","AL","Alabama","Baldwin","01003","01003011602","BRFSS","Health Outcomes","Cancer (excluding skin cancer) among adults aged >=18 years","%","Crude prevalence","11.8",,,"10.7","12.9","4895","POINT (-87.45998999 30.41759256)","01003011602","HLTHOUT","CANCER","CrdPrv","Cancer (except skin)"
"2020","AL","Alabama","Conecuh","01035","01035960500","BRFSS","Prevention","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years","%","Crude prevalence","31.2",,,"26.2","36.5","1771","POINT (-87.00225928 31.46626901)","01035960500","PREVENT","COREW","CrdPrv","Core preventive services for older women"
"2021","AL","Alabama","Jefferson","01073","01073005909","BRFSS","Disability","Vision disability among adults aged >=18 years","%","Crude prevalence","6.1",,,"5.1","7.3","2539","POINT (-86.72065306 33.61192499)","01073005909","DISABLT","VISION","CrdPrv","Vision Disability"
"2021","AL","Alabama","Baldwin","01003","01003011102","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","2.8",,,"2.3","3.4","3715","POINT (-87.84105203 30.4741386)","01003011102","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Jefferson","01073","01073003900","BRFSS","Health Outcomes","Diagnosed diabetes among adults aged >=18 years","%","Crude prevalence","21.0",,,"18.7","23.3","1783","POINT (-86.86473075 33.49902149)","01073003900","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2021","AL","Alabama","Escambia","01053","01053970200","BRFSS","Disability","Self-care disability among adults aged >=18 years","%","Crude prevalence","8.7",,,"7.5","10.0","1739","POINT (-87.06317908 31.11511474)","01053970200","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2021","AL","Alabama","Elmore","01051","01051030902","BRFSS","Health Outcomes","Depression among adults aged >=18 years","%","Crude prevalence","23.6",,,"19.7","27.8","3699","POINT (-86.32787485 32.55217197)","01051030902","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2020","AL","Alabama","Houston","01069","01069041100","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","73.7",,,"69.8","77.4","3849","POINT (-85.3949896 31.19063249)","01069041100","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2020","AL","Alabama","Geneva","01061","01061050500","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","75.7",,,"72.6","78.5","4288","POINT (-85.61299796 31.11864749)","01061050500","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2020","AL","Alabama","Jefferson","01073","01073004701","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","83.6",,,"80.6","85.9","3480","POINT (-86.7836572 33.50756315)","01073004701","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2021","AL","Alabama","Jefferson","01073","01073003600","BRFSS","Disability","Cognitive disability among adults ages >=18 years","%","Crude prevalence","16.7",,,"14.3","19.4","4683","POINT (-86.89814937 33.48476949)","01073003600","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2020","AL","Alabama","Autauga","01001","01001020900","BRFSS","Prevention","Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","%","Crude prevalence","45.2",,,"41.4","48.8","5675","POINT (-86.52377312 32.64296)","01001020900","PREVENT","COREM","CrdPrv","Core preventive services for older men"
"2021","AL","Alabama","Calhoun","01015","01015002200","BRFSS","Health Outcomes","High blood pressure among adults aged >=18 years","%","Crude prevalence","41.7",,,"37.4","46.3","3652","POINT (-85.60702809 33.89842824)","01015002200","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2021","AL","Alabama","Chilton","01021","01021060600","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","42.0",,,"34.4","49.6","3261","POINT (-86.73826681 32.77242866)","01021060600","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","AL","Alabama","Chambers","01017","01017954200","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults aged >=18 years","%","Crude prevalence","34.5",,,"29.1","39.9","3257","POINT (-85.26771975 32.84267274)","01017954200","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2021","AL","Alabama","Henry","01067","01067030100","BRFSS","Health Outcomes","Chronic kidney disease among adults aged >=18 years","%","Crude prevalence","4.0",,,"3.7","4.4","1910","POINT (-85.3297685 31.60604304)","01067030100","HLTHOUT","KIDNEY","CrdPrv","Chronic Kidney Disease"
"2020","AL","Alabama","DeKalb","01049","01049960500","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","80.5",,,"79.0","82.0","5373","POINT (-85.97183111 34.43674527)","01049960500","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Dallas","01047","01047956900","BRFSS","Prevention","Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure","%","Crude prevalence","84.9",,,"82.4","87.4","2804","POINT (-87.21238631 32.32833554)","01047956900","PREVENT","BPMED","CrdPrv","Taking BP Medication"
"2021","AL","Alabama","Elmore","01051","01051031300","BRFSS","Health Risk Behaviors","Binge drinking among adults aged >=18 years","%","Crude prevalence","14.5",,,"11.7","17.7","3968","POINT (-86.37893038 32.45035744)","01051031300","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2020","AL","Alabama","Jefferson","01073","01073000700","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","48.7",,,"47.1","50.0","2577","POINT (-86.8016844 33.55258007)","01073000700","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Franklin","01059","01059973200","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","22.0",,,"18.4","25.9","3919","POINT (-87.75759635 34.50277958)","01059973200","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2021","AL","Alabama","Etowah","01055","01055010501","BRFSS","Health Outcomes","Stroke among adults aged >=18 years","%","Crude prevalence","2.7",,,"2.3","3.1","8191","POINT (-86.02916814 33.89782748)","01055010501","HLTHOUT","STROKE","CrdPrv","Stroke"
"2021","AL","Alabama","Fayette","01057","01057020100","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence","8.6",,,"7.7","9.6","3669","POINT (-87.83541143 33.84257782)","01057020100","HLTHOUT","CHD","CrdPrv","Coronary Heart Disease"
"2021","AL","Alabama","Jefferson","01073","01073005908","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","23.3",,,"20.2","26.4","4101","POINT (-86.67894575 33.62229733)","01073005908","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2020","AL","Alabama","Barbour","01005","01005950400","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","76.1",,,"73.8","78.2","4303","POINT (-85.56805065 31.67314124)","01005950400","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2021","AL","Alabama","Jefferson","01073","01073003100","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults aged >=18 years","%","Crude prevalence","9.1",,,"7.7","10.7","3637","POINT (-86.87455558 33.50597428)","01073003100","HLTHOUT","COPD","CrdPrv","COPD"
"2021","AL","Alabama","Jefferson","01073","01073003200","BRFSS","Disability","Hearing disability among adults aged >=18 years","%","Crude prevalence","6.4",,,"5.6","7.2","931","POINT (-86.88589718 33.50941988)","01073003200","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2021","AL","Alabama","Jefferson","01073","01073002200","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","31.7",,,"28.8","34.8","2630","POINT (-86.72772315 33.55213315)","01073002200","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Coffee","01031","01031011100","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","39.4",,,"32.5","46.4","2026","POINT (-85.8525278 31.32691272)","01031011100","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","AL","Alabama","Etowah","01055","01055010502","BRFSS","Prevention","Cholesterol screening among adults aged >=18 years","%","Crude prevalence","87.6",,,"85.0","90.1","4988","POINT (-85.93071582 33.93714756)","01055010502","PREVENT","CHOLSCREEN","CrdPrv","Cholesterol Screening"
"2021","AL","Alabama","Conecuh","01035","01035960300","BRFSS","Health Status","Mental health not good for >=14 days among adults aged >=18 years","%","Crude prevalence","19.3",,,"16.8","21.9","1731","POINT (-87.24681733 31.35355848)","01035960300","HLTHSTAT","MHLTH","CrdPrv","Mental Health"
"2021","AL","Alabama","Jefferson","01073","01073002100","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","23.8",,,"19.3","28.4","3186","POINT (-86.71027052 33.56509037)","01073002100","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2020","AL","Alabama","Escambia","01053","01053970100","BRFSS","Prevention","Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years","%","Crude prevalence","75.1",,,"73.2","77.0","4516","POINT (-87.06080486 31.19689338)","01053970100","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2021","AL","Alabama","Calhoun","01015","01015001600","BRFSS","Health Outcomes","Obesity among adults aged >=18 years","%","Crude prevalence","39.5",,,"32.7","46.6","3791","POINT (-85.85970752 33.7049306)","01015001600","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2021","AL","Alabama","Jefferson","01073","01073000100","BRFSS","Disability","Cognitive disability among adults ages >=18 years","%","Crude prevalence","24.0",,,"21.1","27.1","3042","POINT (-86.72283792 33.57944548)","01073000100","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2021","AL","Alabama","Calhoun","01015","01015001000","BRFSS","Disability","Hearing disability among adults aged >=18 years","%","Crude prevalence","6.7",,,"5.9","7.6","5792","POINT (-85.78614647 33.63020383)","01015001000","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2021","AL","Alabama","Cullman","01043","01043964900","BRFSS","Prevention","Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure","%","Crude prevalence","81.9",,,"78.9","84.6","6683","POINT (-86.8246213 34.20182242)","01043964900","PREVENT","BPMED","CrdPrv","Taking BP Medication"
"2021","AL","Alabama","Houston","01069","01069041600","BRFSS","Health Outcomes","Diagnosed diabetes among adults aged >=18 years","%","Crude prevalence","13.0",,,"11.3","14.9","5377","POINT (-85.27613303 31.27008969)","01069041600","HLTHOUT","DIABETES","CrdPrv","Diabetes"
"2021","AL","Alabama","Elmore","01051","01051030901","BRFSS","Health Outcomes","Arthritis among adults aged >=18 years","%","Crude prevalence","23.2",,,"19.6","27.0","6234","POINT (-86.3905699 32.55316154)","01051030901","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2021","AL","Alabama","Cullman","01043","01043965401","BRFSS","Disability","Cognitive disability among adults ages >=18 years","%","Crude prevalence","20.4",,,"17.8","23.2","3310","POINT (-86.81658385 34.06286683)","01043965401","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2021","AL","Alabama","Dale","01045","01045020700","BRFSS","Prevention","Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure","%","Crude prevalence","81.0",,,"78.2","83.7","3518","POINT (-85.63642668 31.44479924)","01045020700","PREVENT","BPMED","CrdPrv","Taking BP Medication"
"2021","AL","Alabama","DeKalb","01049","01049961100","BRFSS","Health Outcomes","High cholesterol among adults aged >=18 years who have been screened in the past 5 years","%","Crude prevalence","38.6",,,"34.0","43.4","3258","POINT (-85.74613678 34.45968273)","01049961100","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2020","AL","Alabama","Bullock","01011","01011952100","BRFSS","Prevention","Cervical cancer screening among adult women aged 21-65 years","%","Crude prevalence","81.8",,,"80.2","83.4","1434","POINT (-85.52202443 32.10965451)","01011952100","PREVENT","CERVICAL","CrdPrv","Cervical Cancer Screening"
"2021","AL","Alabama","Dallas","01047","01047956400","BRFSS","Disability","Hearing disability among adults aged >=18 years","%","Crude prevalence","6.9",,,"6.0","7.8","3150","POINT (-87.01485827 32.42827811)","01047956400","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2020","AL","Alabama","Calhoun","01015","01015000200","BRFSS","Prevention","Mammography use among women aged 50-74 years","%","Crude prevalence","79.1",,,"76.2","81.7","3104","POINT (-85.81660581 33.67371172)","01015000200","PREVENT","MAMMOUSE","CrdPrv","Mammography"
"2020","AL","Alabama","Jefferson","01073","01073000300","BRFSS","Health Risk Behaviors","Sleeping less than 7 hours among adults aged >=18 years","%","Crude prevalence","46.4",,,"45.2","47.3","2735","POINT (-86.75243449 33.54281507)","01073000300","RISKBEH","SLEEP","CrdPrv","Sleep <7 hours"
"2021","AL","Alabama","Baldwin","01003","01003011401","BRFSS","Health Risk Behaviors","Current smoking among adults aged >=18 years","%","Crude prevalence","16.5",,,"13.6","19.5","10632","POINT (-87.76636329 30.38185794)","01003011401","RISKBEH","CSMOKING","CrdPrv","Current Smoking"
"2020","AL","Alabama","Cullman","01043","01043964200","BRFSS","Prevention","Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","%","Crude prevalence","41.8",,,"33.9","49.8","7373","POINT (-86.72587205 34.24017403)","01043964200","PREVENT","COREM","CrdPrv","Core preventive services for older men"
